Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
30.0,Male,100.1,1.76,170,160.0,55.0,1.43,1694.0,HIIT,25.9,1.8,3.0,2.0,15.73
18.0,Female,80.8,1.85,188,141.0,74.0,1.19,838.0,Yoga,12.1,3.5,2.0,1.0,14.81
58.0,Female,68.6,1.72,164,155.0,72.0,1.23,797.0,Yoga,27.2,2.5,2.0,1.0,12.32
46.0,Female,45.7,1.96,168,137.0,64.0,1.38,1303.0,Strength,29.8,3.3,2.0,2.0,22.82
19.0,Female,55.2,1.71,172,136.0,74.0,1.93,670.0,Yoga,10.0,3.1,4.0,1.0,20.85
31.0,Female,91.7,1.74,172,166.0,56.0,1.28,892.0,Yoga,19.8,3.1,4.0,3.0,12.32
47.0,Male,78.7,1.69,170,144.0,57.0,1.0,845.0,Yoga,24.5,1.9,4.0,1.0,22.0
28.0,Female,40.0,1.57,165,169.0,68.0,1.04,669.0,Cardio,30.2,2.6,2.0,2.0,15.05
22.0,Male,47.1,1.87,165,132.0,68.0,0.72,674.0,Strength,31.7,3.2,2.0,2.0,34.98
23.0,Male,85.1,1.79,194,138.0,55.0,1.16,829.0,Strength,23.7,2.6,4.0,2.0,19.2
48.0,Female,87.9,1.5,180,164.0,68.0,1.41,974.0,Yoga,22.1,2.6,4.0,1.0,13.04
24.0,Female,74.2,1.58,177,140.0,71.0,1.28,780.0,Strength,23.6,1.9,4.0,2.0,30.92
33.0,Male,,1.8,160,155.0,74.0,1.26,906.0,Yoga,23.9,3.2,4.0,1.0,18.21
22.0,Male,49.6,1.87,190,137.0,54.0,1.6,1326.0,HIIT,30.5,1.9,5.0,1.0,14.25
18.0,Male,63.9,1.86,161,147.0,51.0,1.83,1178.0,Strength,24.0,3.3,2.0,1.0,24.05
43.0,Male,75.0,1.8,170,141.0,61.0,1.09,790.0,Yoga,32.8,2.4,3.0,2.0,
54.0,Male,69.8,1.75,170,131.0,72.0,1.29,954.0,Strength,32.0,3.2,2.0,1.0,21.66
42.0,Female,40.5,1.64,196,137.0,59.0,1.12,1150.0,Yoga,13.4,3.7,5.0,2.0,12.32
18.0,Female,43.8,1.96,193,142.0,50.0,1.03,1590.0,Strength,29.7,3.6,2.0,3.0,21.88
24.0,Female,45.7,1.63,199,144.0,71.0,0.94,1137.0,Yoga,19.6,1.8,2.0,3.0,12.32
43.0,Male,40.0,1.73,161,146.0,69.0,,1359.0,Cardio,21.3,2.5,2.0,3.0,12.61
25.0,Male,40.8,1.69,194,145.0,54.0,1.65,1353.0,HIIT,24.4,2.5,4.0,1.0,22.31
59.0,Male,82.0,1.51,185,121.0,70.0,1.82,625.0,Strength,28.5,2.2,4.0,3.0,24.72
29.0,Female,60.9,1.92,192,151.0,67.0,1.5,1407.0,Cardio,18.0,3.5,5.0,1.0,43.3
27.0,Male,55.0,1.68,169,136.0,64.0,1.07,1389.0,Cardio,24.6,2.1,4.0,2.0,18.54
23.0,Female,59.0,1.62,193,162.0,56.0,,670.0,Cardio,17.6,1.6,5.0,1.0,17.71
34.0,Female,80.0,2.0,173,125.0,56.0,1.82,773.0,Strength,22.3,2.8,4.0,2.0,14.62
24.0,Male,44.3,1.65,189,129.0,56.0,1.9,972.0,Yoga,27.8,3.3,2.0,1.0,15.86
24.0,Male,63.6,1.74,199,135.0,61.0,1.31,486.0,HIIT,26.1,2.2,2.0,3.0,25.85
29.0,Female,50.2,1.89,197,125.0,51.0,1.46,1286.0,Strength,27.6,3.3,2.0,3.0,15.27
58.0,Male,43.6,1.67,176,142.0,74.0,1.13,1089.0,HIIT,26.7,3.4,4.0,2.0,28.29
38.0,Male,60.5,1.72,187,139.0,50.0,1.34,1096.0,Yoga,20.9,3.7,4.0,2.0,25.58
34.0,Male,92.4,1.79,,128.0,52.0,0.52,724.0,Cardio,25.3,3.1,5.0,3.0,12.85
39.0,Female,76.7,1.86,193,122.0,65.0,1.29,1770.0,\tYoga,23.1,3.2,3.0,1.0,17.75
38.0,Male,,1.7,181,144.0,56.0,1.47,574.0,HIIT,26.3,2.6,4.0,1.0,14.96
18.0,Male,71.9,1.88,177,159.0,57.0,2.0,1571.0,Yoga,10.0,2.4,3.0,2.0,15.96
25.0,Female,59.2,1.84,168,160.0,51.0,1.53,1476.0,Yoga,25.1,3.7,4.0,2.0,13.81
27.0,Male,57.4,1.89,193,128.0,51.0,0.92,1121.0,Yoga,22.4,3.5,4.0,2.0,16.0
33.0,Male,69.5,1.75,178,131.0,74.0,1.51,1651.0,Strength,32.4,1.6,3.0,3.0,21.58
23.0,Male,47.4,1.96,161,142.0,65.0,1.18,441.0,Cardio,18.7,1.6,3.0,1.0,21.34
33.0,Male,76.5,1.75,198,139.0,57.0,1.22,984.0,Strength,12.5,3.4,3.0,1.0,32.82
18.0,Female,53.5,1.68,198,134.0,74.0,1.9,368.0,HIIT,28.1,3.1,5.0,2.0,23.57
25.0,Female,83.1,1.72,182,167.0,67.0,0.89,771.0,Strength,23.8,2.3,4.0,1.0,12.32
47.0,Female,70.4,1.93,177,153.0,74.0,1.28,846.0,Strength,23.5,1.6,3.0,2.0,12.32
39.0,Female,50.3,1.94,164,160.0,66.0,0.58,992.0,Cardio,10.0,2.9,4.0,1.0,14.72
28.0,Female,65.3,1.68,161,145.0,73.0,0.72,408.0,HIIT,32.4,1.7,5.0,,25.26
20.0,Male,66.2,1.85,196,120.0,58.0,0.84,420.0,HIIT,24.9,1.5,4.0,1.0,12.32
19.0,Female,51.4,1.84,169,152.0,58.0,1.14,1175.0,\tCardio,20.9,3.5,5.0,3.0,16.95
58.0,Female,78.3,1.52,176,123.0,74.0,1.49,1063.0,Cardio,30.5,3.4,3.0,2.0,25.33
31.0,Female,79.4,1.56,171,126.0,69.0,1.42,963.0,Cardio,21.3,3.1,3.0,3.0,26.3
25.0,Male,72.5,1.78,177,142.0,67.0,1.99,1047.0,HIIT,27.4,3.0,4.0,3.0,12.32
21.0,Male,92.1,1.77,175,167.0,74.0,1.66,737.0,Cardio,25.3,3.3,4.0,2.0,17.16
55.0,Female,72.6,1.55,191,137.0,50.0,2.0,1084.0,Cardio,24.1,2.5,3.0,2.0,19.76
40.0,Male,76.7,1.68,177,133.0,57.0,0.89,984.0,Cardio,27.3,3.1,2.0,3.0,23.76
39.0,Male,91.0,1.73,165,169.0,72.0,1.49,813.0,Strength,23.3,3.4,2.0,3.0,22.08
26.0,Female,78.3,1.58,184,141.0,68.0,1.5,1436.0,Yoga,15.0,3.7,3.0,1.0,28.61
26.0,Female,54.2,1.64,190,151.0,65.0,0.82,1184.0,Yoga,16.7,3.3,2.0,1.0,19.39
42.0,Male,108.5,1.85,,167.0,74.0,1.39,801.0,Cardio,29.0,3.0,2.0,3.0,15.62
18.0,Male,83.2,1.62,169,156.0,57.0,1.37,871.0,Cardio,10.0,2.5,4.0,,18.69
19.0,Female,64.8,1.6,189,149.0,59.0,0.5,880.0,\tYoga,22.3,1.9,4.0,2.0,21.61
25.0,Female,45.5,1.58,182,136.0,69.0,2.0,1137.0,Yoga,17.4,1.7,2.0,2.0,15.04
42.0,Female,59.0,1.89,175,142.0,63.0,1.25,1092.0,HIIT,27.7,3.5,5.0,1.0,17.68
43.0,Female,89.2,1.73,163,135.0,67.0,1.51,1367.0,Yoga,14.5,3.5,3.0,1.0,25.4
47.0,Female,108.3,1.67,176,169.0,69.0,1.07,1204.0,Yoga,27.6,3.7,2.0,2.0,13.44
30.0,Male,87.9,1.62,178,138.0,65.0,1.68,1205.0,Yoga,20.9,2.6,4.0,,34.99
48.0,Female,45.9,1.94,169,141.0,74.0,1.13,1507.0,Cardio,29.1,3.2,5.0,2.0,12.32
18.0,Male,107.0,1.75,177,155.0,71.0,2.0,645.0,Strength,27.0,3.2,5.0,2.0,27.94
39.0,Male,40.7,1.84,197,145.0,55.0,1.48,1128.0,Strength,25.3,1.5,4.0,1.0,22.28
18.0,Male,65.3,1.6,177,153.0,74.0,0.96,,Yoga,23.6,2.4,4.0,1.0,18.84
50.0,Female,88.5,2.0,181,146.0,72.0,1.33,1088.0,Cardio,11.9,2.3,4.0,1.0,17.26
27.0,Female,62.5,1.67,186,129.0,65.0,1.2,1783.0,Strength,23.2,1.5,3.0,2.0,26.22
43.0,Female,79.0,1.73,186,158.0,55.0,1.2,1146.0,Cardio,25.2,3.6,4.0,2.0,19.64
27.0,Female,40.0,1.85,177,156.0,65.0,1.58,1014.0,Cardio,24.0,3.7,5.0,3.0,22.49
19.0,Male,51.8,1.6,176,159.0,72.0,1.14,574.0,Cardio,25.3,2.0,4.0,2.0,16.69
38.0,Female,89.3,1.58,184,135.0,58.0,1.58,995.0,HIIT,24.0,2.9,4.0,3.0,19.02
27.0,,80.0,1.86,177,153.0,74.0,0.9,886.0,Strength,25.1,1.6,2.0,1.0,19.41
33.0,Male,40.0,1.75,185,125.0,54.0,2.0,870.0,Yoga,18.7,1.8,3.0,1.0,17.77
50.0,Female,102.6,1.62,198,138.0,66.0,1.48,1149.0,HIIT,10.0,2.7,5.0,2.0,18.48
18.0,Male,69.2,1.62,164,167.0,62.0,1.5,1721.0,HIIT,25.0,2.3,5.0,1.0,33.3
19.0,Male,75.3,1.67,166,130.0,58.0,1.22,928.0,HIIT,27.4,3.2,3.0,2.0,23.17
45.0,Male,45.9,1.51,195,142.0,57.0,1.64,303.0,Cardio,29.8,2.7,3.0,1.0,12.32
59.0,Male,66.9,1.57,178,120.0,71.0,1.44,1153.0,Yoga,27.5,3.3,2.0,2.0,20.4
42.0,Female,50.3,1.69,199,159.0,69.0,0.95,1293.0,Yoga,14.8,3.2,3.0,2.0,
32.0,Male,68.7,1.77,186,,63.0,1.85,1118.0,Yoga,28.5,3.5,3.0,2.0,17.39
37.0,Male,44.2,1.5,194,154.0,74.0,1.11,612.0,Cardio,24.0,3.5,2.0,2.0,20.62
18.0,Female,46.0,1.79,177,140.0,68.0,2.0,1386.0,Cardio,23.6,3.2,3.0,2.0,18.0
18.0,Male,74.8,1.76,186,134.0,68.0,0.5,1783.0,Cardio,21.8,3.5,4.0,3.0,23.47
54.0,Male,46.3,1.62,161,138.0,60.0,1.03,1175.0,HIIT,32.2,2.5,4.0,2.0,19.44
24.0,Male,87.1,1.9,196,122.0,51.0,1.42,1153.0,Yoga,27.6,3.3,3.0,1.0,36.55
43.0,Female,40.0,1.89,169,134.0,54.0,0.57,1267.0,HIIT,21.4,1.5,4.0,2.0,12.32
18.0,Female,49.3,1.71,162,160.0,52.0,1.23,375.0,Yoga,29.4,3.4,5.0,,14.06
18.0,Female,67.9,1.81,194,137.0,73.0,1.19,1405.0,Cardio,33.8,3.2,2.0,1.0,12.32
33.0,Male,49.7,1.82,179,169.0,71.0,1.55,968.0,Cardio,32.2,3.6,4.0,3.0,21.87
49.0,Male,88.4,1.75,192,145.0,74.0,1.27,493.0,Yoga,23.5,2.2,3.0,1.0,12.42
48.0,Male,45.8,,167,135.0,53.0,1.28,1239.0,Strength,24.5,1.6,4.0,,19.27
19.0,Male,129.9,1.82,182,158.0,70.0,1.44,1155.0,Cardio,20.2,3.6,,1.0,17.37
35.0,Male,40.3,1.79,183,120.0,68.0,1.24,1420.0,Strength,14.5,1.7,5.0,1.0,13.37
34.0,Male,72.1,1.78,167,163.0,58.0,0.84,536.0,HIIT,12.1,2.9,3.0,2.0,12.32
50.0,Female,103.8,1.54,185,169.0,56.0,2.0,766.0,HIIT,27.3,3.1,3.0,1.0,12.32
18.0,Male,41.0,1.97,189,149.0,63.0,1.64,596.0,Strength,,1.8,2.0,2.0,12.32
36.0,Female,85.1,1.73,194,156.0,74.0,1.41,1024.0,Cardio,28.9,3.5,4.0,3.0,13.22
18.0,Male,81.0,1.64,175,169.0,74.0,1.99,878.0,Yoga,21.7,1.5,2.0,3.0,13.42
47.0,Female,74.1,1.87,168,123.0,70.0,0.95,1030.0,Yoga,14.8,1.5,3.0,1.0,21.54
32.0,,72.1,1.71,173,156.0,72.0,1.61,606.0,HIIT,12.0,2.7,2.0,2.0,17.91
45.0,Female,47.9,1.71,194,169.0,70.0,0.78,772.0,HIIT,23.5,2.8,3.0,2.0,20.37
25.0,Male,113.3,1.75,187,155.0,74.0,1.44,564.0,Strength,22.1,1.6,3.0,2.0,21.36
23.0,Male,56.8,1.83,197,152.0,56.0,1.22,1193.0,Cardio,23.2,1.6,4.0,2.0,
23.0,Female,78.2,1.9,180,131.0,55.0,0.85,888.0,Strength,16.2,2.3,3.0,1.0,29.89
25.0,Male,40.0,1.68,175,123.0,66.0,0.74,1783.0,Strength,27.9,3.5,3.0,3.0,14.27
59.0,Male,40.0,1.78,179,139.0,59.0,1.16,483.0,HIIT,19.7,3.7,,1.0,19.22
23.0,Female,69.2,1.73,180,165.0,70.0,2.0,765.0,HIIT,23.3,1.8,4.0,2.0,21.96
48.0,Female,91.3,1.58,175,152.0,72.0,1.25,1576.0,Yoga,28.9,3.4,2.0,2.0,19.62
46.0,Male,68.2,1.88,172,167.0,70.0,1.41,723.0,Strength,17.2,2.6,5.0,1.0,32.75
18.0,Female,45.1,1.86,182,169.0,64.0,0.92,1482.0,Strength,25.5,3.7,2.0,3.0,18.99
20.0,Male,70.5,1.65,179,144.0,74.0,0.6,1151.0,Yoga,15.5,3.5,2.0,2.0,12.32
18.0,Female,54.2,1.68,199,137.0,74.0,1.67,972.0,HIIT,14.1,3.4,2.0,,15.66
18.0,Female,83.6,1.86,170,162.0,74.0,0.83,732.0,HIIT,22.7,2.8,2.0,3.0,24.77
37.0,Female,58.0,1.6,168,143.0,52.0,1.28,834.0,Strength,21.0,3.6,4.0,2.0,22.2
27.0,Female,45.6,,177,146.0,74.0,2.0,1108.0,Yoga,18.0,2.9,4.0,2.0,26.74
52.0,Female,40.0,1.91,194,151.0,59.0,1.96,535.0,HIIT,23.4,1.5,4.0,2.0,23.62
30.0,Female,40.0,1.62,166,164.0,73.0,1.23,1046.0,Yoga,25.2,3.7,5.0,3.0,14.53
23.0,Female,83.5,1.5,194,142.0,63.0,2.0,767.0,Yoga,25.8,2.9,4.0,2.0,12.32
22.0,Female,81.9,1.8,163,146.0,74.0,1.15,971.0,HIIT,22.4,2.5,5.0,,28.26
40.0,Male,45.2,1.74,180,136.0,74.0,1.08,1058.0,\tYoga,26.0,3.3,,3.0,18.36
49.0,Male,60.2,1.62,162,155.0,72.0,1.11,1105.0,\nStrength,23.4,3.1,3.0,1.0,16.85
51.0,,47.3,1.74,194,148.0,55.0,2.0,1259.0,Strength,28.8,3.1,3.0,1.0,24.75
28.0,Male,69.3,1.61,187,140.0,53.0,1.12,998.0,HIIT,17.6,2.8,,3.0,32.49
33.0,Female,40.0,1.79,189,144.0,67.0,2.0,1285.0,HIIT,27.2,2.6,3.0,2.0,15.69
48.0,Male,87.3,2.0,190,159.0,61.0,1.97,897.0,Yoga,10.7,3.5,5.0,3.0,18.2
49.0,Male,40.0,1.77,175,127.0,73.0,1.2,1109.0,Yoga,24.7,2.4,3.0,3.0,25.41
26.0,Female,55.4,2.0,,124.0,62.0,1.22,1292.0,HIIT,26.8,2.4,3.0,2.0,19.35
18.0,Male,50.9,1.73,170,137.0,58.0,1.43,804.0,Strength,23.5,3.7,2.0,2.0,17.61
55.0,Female,59.9,1.53,178,157.0,54.0,1.23,1044.0,HIIT,26.9,3.4,4.0,1.0,31.33
44.0,Male,66.8,1.97,194,126.0,65.0,1.66,1382.0,HIIT,18.5,1.6,4.0,2.0,23.14
50.0,Male,97.0,1.65,191,133.0,70.0,1.43,1256.0,Cardio,27.1,1.5,5.0,,27.51
37.0,Male,75.8,1.63,192,131.0,64.0,0.98,921.0,Strength,26.5,1.5,4.0,1.0,14.0
21.0,Female,51.6,1.5,175,149.0,66.0,2.0,863.0,Yoga,25.2,2.0,3.0,1.0,24.7
27.0,Female,55.4,1.88,187,134.0,53.0,2.0,855.0,Strength,16.3,2.6,5.0,1.0,14.33
23.0,Male,72.9,1.51,190,164.0,57.0,1.29,925.0,Strength,22.3,1.5,2.0,1.0,40.08
30.0,Female,80.2,1.91,192,135.0,62.0,1.47,1461.0,Strength,16.5,3.7,2.0,3.0,28.49
,Male,97.2,1.73,175,165.0,72.0,1.15,707.0,Strength,14.3,1.5,,2.0,16.19
45.0,Male,121.2,1.67,186,133.0,55.0,2.0,466.0,Cardio,16.7,3.4,4.0,1.0,30.69
36.0,Female,100.2,1.93,199,166.0,60.0,0.98,1076.0,HIIT,24.6,2.7,4.0,2.0,16.49
54.0,Male,56.4,1.55,186,135.0,74.0,1.73,,Yoga,19.7,2.6,3.0,1.0,20.19
45.0,Male,84.1,1.71,161,169.0,56.0,1.38,480.0,Yoga,22.4,3.4,3.0,3.0,38.83
51.0,Male,52.0,1.92,173,164.0,74.0,1.31,706.0,Cardio,25.7,1.5,2.0,1.0,14.05
25.0,Male,70.7,1.7,165,160.0,53.0,0.99,808.0,HIIT,23.5,2.1,3.0,1.0,18.29
52.0,Female,50.8,1.8,199,159.0,63.0,1.51,1153.0,HIIT,24.9,2.4,4.0,2.0,16.16
28.0,,48.7,1.6,175,133.0,59.0,1.38,996.0,HIIT,23.5,1.5,2.0,2.0,21.98
24.0,,51.3,1.69,174,153.0,74.0,1.18,828.0,Yoga,16.1,2.6,3.0,2.0,21.88
42.0,Female,77.0,1.63,185,136.0,68.0,1.07,1029.0,Cardio,29.2,1.5,5.0,1.0,15.93
31.0,Female,50.1,1.69,185,169.0,64.0,1.68,1001.0,Strength,27.4,1.6,4.0,1.0,22.3
45.0,Female,99.3,1.93,182,137.0,50.0,1.23,686.0,Strength,,2.4,3.0,3.0,33.26
18.0,Male,89.2,1.88,189,167.0,58.0,2.0,1126.0,Cardio,29.7,3.5,4.0,2.0,13.63
18.0,Female,70.8,1.96,196,130.0,61.0,1.46,708.0,,25.2,2.2,3.0,2.0,12.32
50.0,Male,59.1,1.74,181,156.0,51.0,1.01,985.0,Yoga,30.1,3.5,2.0,3.0,24.07
46.0,Female,67.5,1.76,160,150.0,74.0,1.43,577.0,Yoga,20.0,2.6,4.0,2.0,17.39
46.0,Male,91.4,1.71,183,136.0,58.0,0.93,,Cardio,30.8,3.4,4.0,1.0,
27.0,Female,41.4,1.69,191,169.0,56.0,1.99,647.0,Yoga,23.2,2.8,5.0,2.0,16.26
24.0,Female,80.0,1.59,198,125.0,70.0,1.68,1263.0,,15.3,3.6,3.0,2.0,14.62
24.0,Male,95.5,1.57,181,158.0,67.0,1.47,1609.0,Cardio,32.5,2.0,4.0,2.0,26.3
18.0,Male,66.9,1.76,163,169.0,55.0,1.15,1018.0,Yoga,24.2,3.0,3.0,1.0,16.52
18.0,Male,82.8,1.5,197,134.0,74.0,1.79,1009.0,Cardio,30.5,3.3,3.0,3.0,19.41
26.0,Male,79.7,1.64,194,148.0,55.0,2.0,1462.0,Yoga,21.8,3.2,4.0,2.0,26.9
18.0,Female,80.4,1.79,171,169.0,74.0,1.43,,HIIT,16.3,3.6,3.0,2.0,15.03
33.0,Female,71.8,1.51,190,167.0,59.0,1.84,1321.0,HIIT,26.6,3.2,4.0,3.0,12.97
35.0,Male,73.4,1.57,169,138.0,67.0,1.14,977.0,Strength,32.4,3.0,4.0,3.0,25.05
54.0,Female,45.8,1.62,163,135.0,66.0,1.26,1703.0,Strength,15.2,1.6,4.0,2.0,17.99
44.0,Female,106.8,1.65,171,143.0,71.0,1.54,1295.0,Cardio,17.1,3.5,3.0,3.0,25.4
19.0,Male,59.8,1.7,181,120.0,73.0,1.54,1130.0,Cardio,29.6,3.5,3.0,1.0,22.56
45.0,Female,88.4,1.5,181,132.0,66.0,2.0,,Cardio,23.0,2.4,3.0,1.0,28.39
44.0,Male,52.5,1.65,174,169.0,51.0,1.95,1783.0,Cardio,29.4,2.0,2.0,1.0,16.41
58.0,Male,56.5,1.76,180,139.0,74.0,2.0,1396.0,Yoga,24.1,3.4,2.0,2.0,28.26
18.0,Male,49.9,1.74,177,161.0,70.0,2.0,950.0,HIIT,23.0,3.4,4.0,2.0,17.53
30.0,,62.3,1.82,174,160.0,64.0,1.23,1080.0,Cardio,15.9,2.5,3.0,3.0,22.26
18.0,Female,76.1,1.64,196,169.0,63.0,1.43,686.0,Cardio,34.8,1.5,3.0,3.0,33.24
18.0,Female,40.0,1.74,160,145.0,74.0,0.53,907.0,Strength,24.8,3.6,,3.0,24.44
18.0,Male,91.1,1.7,,137.0,68.0,1.03,826.0,Cardio,33.7,3.5,2.0,2.0,18.24
28.0,Female,67.1,1.9,184,169.0,59.0,1.61,587.0,Yoga,20.8,2.7,3.0,1.0,12.32
18.0,Female,53.9,1.69,187,169.0,56.0,1.34,752.0,Yoga,13.6,3.3,3.0,2.0,15.23
34.0,Female,79.3,1.65,181,149.0,64.0,1.4,501.0,HIIT,12.0,2.3,2.0,1.0,24.84
18.0,Female,40.0,1.88,165,145.0,71.0,1.59,1121.0,\nStrength,22.6,3.4,2.0,1.0,14.1
35.0,Male,75.7,1.74,189,136.0,74.0,1.7,854.0,HIIT,24.0,1.5,2.0,2.0,12.47
29.0,Male,82.5,1.79,190,132.0,69.0,0.9,664.0,Yoga,10.0,2.3,2.0,1.0,34.85
19.0,Male,40.0,1.84,199,123.0,74.0,1.34,904.0,,30.2,3.1,3.0,1.0,16.34
20.0,Female,73.0,1.59,175,165.0,70.0,0.96,869.0,,30.1,3.0,5.0,1.0,15.01
23.0,Female,56.5,1.97,169,151.0,56.0,2.0,1380.0,Strength,28.6,2.6,3.0,2.0,13.2
33.0,Male,78.7,1.61,193,137.0,55.0,0.93,1668.0,Strength,24.5,2.3,,2.0,19.47
27.0,Male,75.4,1.58,192,169.0,63.0,1.3,1386.0,Strength,16.9,3.6,3.0,1.0,15.63
48.0,Male,59.6,1.78,181,152.0,53.0,1.65,1741.0,Strength,23.2,3.3,4.0,1.0,12.32
29.0,Female,57.2,1.84,168,141.0,74.0,1.56,303.0,Yoga,16.8,2.4,5.0,3.0,29.68
39.0,Female,74.3,1.63,178,169.0,57.0,1.35,1376.0,Yoga,25.9,3.2,3.0,3.0,20.29
46.0,Male,64.4,1.82,186,121.0,72.0,1.96,582.0,Cardio,26.2,,3.0,3.0,28.07
42.0,Male,,,182,140.0,60.0,2.0,786.0,HIIT,27.5,1.5,2.0,1.0,22.4
54.0,Male,63.8,1.92,188,131.0,57.0,0.98,1117.0,HIIT,20.7,1.6,5.0,2.0,26.75
21.0,Female,45.1,1.87,192,138.0,69.0,1.89,1071.0,,25.8,2.3,5.0,2.0,19.64
27.0,Male,63.7,1.86,183,,70.0,0.91,759.0,Strength,24.5,3.5,3.0,3.0,18.88
30.0,Female,,1.81,179,144.0,50.0,1.52,1144.0,HIIT,22.0,1.5,2.0,2.0,14.43
58.0,,59.0,1.78,166,144.0,74.0,1.47,1152.0,Strength,28.9,3.4,5.0,2.0,22.67
20.0,Male,57.1,1.66,168,146.0,74.0,1.17,1040.0,Cardio,24.6,3.5,2.0,2.0,17.57
43.0,Male,68.8,1.79,188,122.0,73.0,1.56,350.0,HIIT,23.4,1.5,4.0,1.0,14.27
26.0,Female,62.9,1.69,192,139.0,69.0,1.77,,Strength,28.8,3.4,4.0,2.0,12.32
55.0,Female,98.6,1.6,197,167.0,74.0,1.16,802.0,HIIT,22.1,2.9,4.0,2.0,14.29
25.0,Female,102.8,2.0,166,131.0,73.0,1.28,1783.0,Cardio,27.1,3.2,,1.0,14.05
36.0,Male,45.8,1.59,177,126.0,74.0,0.92,1221.0,Strength,32.9,3.0,3.0,3.0,30.03
53.0,Female,47.5,1.66,166,156.0,55.0,1.1,1766.0,HIIT,22.5,1.6,3.0,1.0,32.14
52.0,Male,88.0,1.87,180,128.0,74.0,1.44,1058.0,Strength,32.2,1.7,4.0,2.0,27.54
43.0,Male,76.3,1.66,188,164.0,58.0,0.84,606.0,Strength,25.7,1.8,3.0,1.0,28.19
31.0,Female,85.9,1.7,162,143.0,56.0,2.0,1455.0,Yoga,28.0,3.3,3.0,3.0,12.78
28.0,Male,93.7,1.77,192,142.0,57.0,1.45,1230.0,Cardio,14.8,3.6,2.0,2.0,23.62
26.0,Male,83.6,1.79,171,128.0,72.0,0.7,1247.0,Strength,25.4,3.2,3.0,1.0,27.91
38.0,Male,101.4,2.0,190,169.0,63.0,,1772.0,Cardio,20.7,2.6,4.0,1.0,38.99
36.0,,77.6,1.6,183,165.0,72.0,0.66,1208.0,Cardio,25.6,1.7,3.0,1.0,12.44
28.0,,44.7,1.68,166,160.0,62.0,0.99,1672.0,Yoga,28.6,1.5,2.0,3.0,17.59
40.0,Male,79.9,1.51,175,169.0,64.0,1.44,1277.0,Yoga,26.2,1.5,5.0,3.0,14.09
45.0,Female,70.2,1.82,167,139.0,67.0,1.32,953.0,Strength,10.0,1.5,4.0,2.0,13.6
40.0,Female,44.2,1.7,161,160.0,64.0,1.71,979.0,Yoga,23.7,3.4,3.0,2.0,24.1
49.0,Male,90.6,1.78,181,130.0,63.0,1.27,1002.0,Strength,28.2,2.3,3.0,2.0,15.66
40.0,Female,56.8,1.54,166,167.0,71.0,1.06,1225.0,Yoga,27.6,1.7,4.0,1.0,12.32
51.0,Female,48.7,1.5,168,140.0,58.0,0.93,1108.0,Cardio,27.3,3.2,2.0,2.0,12.32
41.0,Female,72.3,1.66,165,142.0,74.0,1.4,758.0,Cardio,25.6,3.6,4.0,1.0,23.85
43.0,Female,68.0,1.78,183,120.0,58.0,2.0,1030.0,HIIT,22.8,1.5,4.0,2.0,17.25
44.0,Male,46.7,1.81,191,132.0,58.0,1.45,1113.0,Cardio,10.0,3.5,4.0,3.0,23.21
30.0,Male,59.4,1.87,190,122.0,50.0,1.77,1337.0,Yoga,25.5,2.8,4.0,1.0,23.2
18.0,Female,75.9,1.7,183,151.0,51.0,1.01,1289.0,HIIT,30.1,3.2,2.0,1.0,24.94
47.0,Female,45.1,1.73,193,152.0,57.0,1.25,918.0,,29.7,2.8,3.0,3.0,14.58
25.0,Female,64.6,1.51,194,127.0,55.0,1.4,1155.0,Cardio,26.9,3.5,2.0,3.0,17.74
18.0,Female,68.7,1.6,163,135.0,61.0,1.05,367.0,Yoga,23.1,3.6,3.0,,33.26
45.0,Female,61.1,1.74,171,164.0,69.0,1.16,1019.0,Yoga,19.6,2.8,3.0,1.0,16.37
47.0,Female,70.1,1.71,199,139.0,74.0,1.15,1238.0,Cardio,25.1,2.5,4.0,1.0,19.95
28.0,Male,50.3,1.81,176,156.0,70.0,1.46,1143.0,Strength,31.8,1.9,3.0,1.0,26.47
18.0,Female,66.8,1.62,161,169.0,74.0,1.57,1410.0,HIIT,30.2,3.3,,,22.63
28.0,Male,59.9,1.7,169,163.0,65.0,1.26,1474.0,Yoga,11.7,2.9,4.0,1.0,33.85
41.0,Male,52.8,1.68,192,132.0,59.0,1.47,1709.0,Cardio,29.6,3.5,4.0,1.0,12.32
51.0,Female,62.7,1.73,198,140.0,50.0,1.98,1656.0,Strength,18.2,3.6,4.0,2.0,33.87
34.0,Male,76.4,1.84,164,161.0,69.0,1.2,978.0,Cardio,17.0,3.0,3.0,1.0,21.69
52.0,Male,54.7,1.93,193,135.0,62.0,2.0,416.0,Cardio,31.9,3.2,2.0,2.0,34.32
18.0,Female,49.0,1.72,190,153.0,60.0,0.72,862.0,HIIT,24.4,2.8,4.0,3.0,17.26
30.0,Male,46.3,1.59,166,133.0,54.0,1.33,1001.0,Strength,23.8,2.2,2.0,2.0,17.74
35.0,Female,68.2,1.7,178,137.0,52.0,2.0,1181.0,HIIT,23.5,3.3,3.0,2.0,31.92
36.0,Female,85.1,1.67,184,131.0,53.0,1.03,608.0,Yoga,19.7,2.1,4.0,2.0,20.8
